"ID";"Tagnr";"Dato";"Klokke";"Status";"Plottsikkerhet";"Årstall";"Lokalitet";"Art";"Kjønn";"Alder";"Vekt";"Bryst";"Ving 1";"Ving 2";"Dødsårsak";"X-koordinat";"Y-koordinat";"Kondisjon";"Høyde_stripe_kam";"Lengde_stripe_kam";"Frekvens";"organismID";"occurrenceID"
3248;"4219643";18.3.2012 00.00.00;30.12.1899 13.12.34;5;3;2012,00;44,00;"F";1,00;2,00;580,00;74,00;210,00;209,00;2,00;452888,00;7141473,00;27,68;7,50;30,70;152007;"c418520d-2421-11e7-a02d-c1c81e3148db";"c4cd7bfb-2421-11e7-a02d-c1c81e3148db"
3249;"4271258";18.3.2012 00.00.00;30.12.1899 14.00.22;1;3;2012,00;44,00;"F";1,00;2,00;550,00;72,00;200,00;202,00;3,00;457523,00;7140129,00;27,36;5,40;32,30;152024;"c418520e-2421-11e7-a02d-c1c81e3148db";"c4cda328-2421-11e7-a02d-c1c81e3148db"
3250;"4219645";18.3.2012 00.00.00;30.12.1899 13.54.40;1;3;2012,00;44,00;"F";1,00;2,00;505,00;70,00;197,00;197,00;;454748,00;7139280,00;25,63;7,60;32,20;152040;"c418793a-2421-11e7-a02d-c1c81e3148db";"c4cda329-2421-11e7-a02d-c1c81e3148db"
3251;"4271295";18.3.2012 00.00.00;30.12.1899 13.04.13;1;3;2012,00;44,00;"F";1,00;2,00;575,00;73,00;204,00;205,00;3,00;447532,00;7142941,00;28,11;7,10;32,00;152109;"c418793b-2421-11e7-a02d-c1c81e3148db";"c4cdca4c-2421-11e7-a02d-c1c81e3148db"
3252;"4271273";18.3.2012 00.00.00;30.12.1899 14.14.56;1;3;2012,00;44,00;"F";2,00;1,00;525,00;72,00;190,00;189,00;3,00;454383,00;7143689,00;27,70;;;152141;"c418793c-2421-11e7-a02d-c1c81e3148db";"c4cdca4d-2421-11e7-a02d-c1c81e3148db"
3253;"4271265";18.3.2012 00.00.00;30.12.1899 13.22.28;1;3;2012,00;44,00;"F";1,00;1,00;575,00;73,00;204,00;205,00;3,00;453125,00;7142119,00;28,11;8,50;31,20;152149;"c418a05e-2421-11e7-a02d-c1c81e3148db";"c4cdca4e-2421-11e7-a02d-c1c81e3148db"
3254;"4271261";18.3.2012 00.00.00;30.12.1899 13.18.55;1;3;2012,00;44,00;"F";2,00;2,00;455,00;72,00;197,00;197,00;;451840,00;7141962,00;23,09;;;152190;"c418a05f-2421-11e7-a02d-c1c81e3148db";"c4cdf170-2421-11e7-a02d-c1c81e3148db"
3255;"4271284";18.3.2012 00.00.00;30.12.1899 13.28.07;1;3;2012,00;44,00;"F";1,00;2,00;615,00;79,00;;;1,00;453808,00;7138781,00;;7,80;32,20;152229;"c418a060-2421-11e7-a02d-c1c81e3148db";"c4cdf171-2421-11e7-a02d-c1c81e3148db"
3256;"4271271";18.3.2012 00.00.00;30.12.1899 12.54.04;1;3;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;453814,00;7143744,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4cdf172-2421-11e7-a02d-c1c81e3148db"
3257;"4271270";18.3.2012 00.00.00;30.12.1899 14.41.29;1;3;2012,00;44,00;"F";2,00;2,00;605,00;75,00;;195,00;;449415,00;7143840,00;31,02;;;152248;"c418c7a1-2421-11e7-a02d-c1c81e3148db";"c4ce189e-2421-11e7-a02d-c1c81e3148db"
3258;"4271268";18.3.2012 00.00.00;30.12.1899 13.42.42;1;3;2012,00;44,00;"F";1,00;2,00;540,00;76,00;204,00;204,00;;449233,00;7140568,00;26,47;6,70;29,20;152259;"c418eec4-2421-11e7-a02d-c1c81e3148db";"c4ce189f-2421-11e7-a02d-c1c81e3148db"
3259;"4271259";18.3.2012 00.00.00;30.12.1899 12.08.07;1;3;2012,00;44,00;"F";2,00;2,00;500,00;69,00;191,00;192,00;3,00;455653,00;7142306,00;26,10;;;152301;"c418eec5-2421-11e7-a02d-c1c81e3148db";"c4ce18a0-2421-11e7-a02d-c1c81e3148db"
3260;"4271260";18.3.2012 00.00.00;30.12.1899 11.45.09;1;3;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;452316,00;7142377,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4ce3fcc-2421-11e7-a02d-c1c81e3148db"
3261;"4271262";18.3.2012 00.00.00;30.12.1899 11.54.19;3;1;2012,00;44,00;"F";2,00;2,00;485,00;69,00;196,00;199,00;2,00;452748,00;7142453,00;24,55;;;152370;"c41915f2-2421-11e7-a02d-c1c81e3148db";"c4ce3fcd-2421-11e7-a02d-c1c81e3148db"
3262;"4271272";18.3.2012 00.00.00;30.12.1899 13.25.45;1;3;2012,00;44,00;"F";2,00;2,00;510,00;71,00;193,00;193,00;3,00;452274,00;7140442,00;26,42;;;152381;"c41915f3-2421-11e7-a02d-c1c81e3148db";"c4ce3fce-2421-11e7-a02d-c1c81e3148db"
3263;"4271279";18.3.2012 00.00.00;30.12.1899 12.11.06;1;3;2012,00;44,00;"F";1,00;2,00;545,00;76,00;206,00;206,00;;455781,00;7139709,00;26,45;4,10;27,40;152400;"c41915f4-2421-11e7-a02d-c1c81e3148db";"c4ce66f0-2421-11e7-a02d-c1c81e3148db"
3264;"4271288";18.3.2012 00.00.00;30.12.1899 12.45.52;1;3;2012,00;44,00;"F";1,00;2,00;560,00;71,00;203,00;206,00;;451498,00;7143223,00;27,38;6,50;30,10;152419;"c4193d20-2421-11e7-a02d-c1c81e3148db";"c4ce66f1-2421-11e7-a02d-c1c81e3148db"
3265;"4271254";18.3.2012 00.00.00;30.12.1899 13.40.51;1;3;2012,00;44,00;"F";1,00;2,00;520,00;70,00;204,00;204,00;;450711,00;7139897,00;25,49;7,30;26,50;152431;"c4193d21-2421-11e7-a02d-c1c81e3148db";"c4ce66f2-2421-11e7-a02d-c1c81e3148db"
3266;"4271253";18.3.2012 00.00.00;30.12.1899 12.47.37;1;3;2012,00;44,00;"F";1,00;2,00;545,00;72,00;199,00;201,00;2,00;451395,00;7142492,00;27,25;4,60;27,30;152460;"c4193d22-2421-11e7-a02d-c1c81e3148db";"c4ce8e1e-2421-11e7-a02d-c1c81e3148db"
3267;"4271257";18.3.2012 00.00.00;30.12.1899 11.35.58;3;1;2012,00;44,00;"F";2,00;2,00;530,00;74,00;201,00;201,00;2,00;449010,00;7146089,00;26,36;;;152479;"c4196444-2421-11e7-a02d-c1c81e3148db";"c4ce8e1f-2421-11e7-a02d-c1c81e3148db"
3268;"4271294";18.3.2012 00.00.00;30.12.1899 12.16.26;1;3;2012,00;44,00;"F";1,00;2,00;510,00;73,00;210,00;211,00;;454292,00;7141679,00;24,22;6,40;30,90;152502;"c4196445-2421-11e7-a02d-c1c81e3148db";"c4ceb600-2421-11e7-a02d-c1c81e3148db"
3269;"4271293";18.3.2012 00.00.00;30.12.1899 11.23.48;3;1;2012,00;44,00;"F";2,00;2,00;535,00;68,00;201,00;201,00;2,00;451878,00;7143991,00;26,61;;;152520;"c4196446-2421-11e7-a02d-c1c81e3148db";"c4ceb601-2421-11e7-a02d-c1c81e3148db"
3270;"4271297";18.3.2012 00.00.00;30.12.1899 14.21.29;1;3;2012,00;44,00;"F";2,00;2,00;480,00;68,00;192,00;193,00;;457085,00;7143508,00;24,93;;;152528;"c4198b72-2421-11e7-a02d-c1c81e3148db";"c4ceb602-2421-11e7-a02d-c1c81e3148db"
3271;"4271299";18.3.2012 00.00.00;30.12.1899 11.38.58;3;1;2012,00;44,00;"F";1,00;2,00;530,00;74,00;199,00;200,00;2,00;451715,00;7143460,00;26,56;8,20;27,70;152540;"c4198b73-2421-11e7-a02d-c1c81e3148db";"c4cedc70-2421-11e7-a02d-c1c81e3148db"
3272;"4271292";18.3.2012 00.00.00;30.12.1899 12.31.55;1;3;2012,00;44,00;"F";1,00;2,00;575,00;71,00;200,00;203,00;;448574,00;7142579,00;28,53;5,10;29,10;152580;"c4198b74-2421-11e7-a02d-c1c81e3148db";"c4cedc71-2421-11e7-a02d-c1c81e3148db"
3273;"4271204";18.3.2012 00.00.00;30.12.1899 11.56.21;1;3;2012,00;44,00;"F";2,00;2,00;480,00;67,00;192,00;192,00;;453200,00;7143574,00;25,00;;;152601;"c419b296-2421-11e7-a02d-c1c81e3148db";"c4cedc72-2421-11e7-a02d-c1c81e3148db"
3274;"4271215";18.3.2012 00.00.00;30.12.1899 11.42.29;1;3;2012,00;44,00;"F";2,00;1,00;535,00;72,00;191,00;191,00;;454217,00;7144421,00;28,01;;;152620;"c419b297-2421-11e7-a02d-c1c81e3148db";"c4cf039e-2421-11e7-a02d-c1c81e3148db"
3275;"4271296";18.3.2012 00.00.00;30.12.1899 11.57.23;1;3;2012,00;44,00;"F";2,00;2,00;500,00;68,00;195,00;195,00;3,00;453476,00;7143026,00;25,64;;;152661;"c419b298-2421-11e7-a02d-c1c81e3148db";"c4cf039f-2421-11e7-a02d-c1c81e3148db"
3276;"4271205";18.3.2012 00.00.00;30.12.1899 12.32.59;1;3;2012,00;44,00;"F";1,00;2,00;505,00;69,00;202,00;202,00;;449608,00;7142794,00;25,00;8,80;30,10;152721;"c419d9c4-2421-11e7-a02d-c1c81e3148db";"c4cf03a0-2421-11e7-a02d-c1c81e3148db"
3277;"4271203";18.3.2012 00.00.00;30.12.1899 12.28.35;1;3;2012,00;44,00;"F";1,00;2,00;570,00;74,00;202,00;203,00;2,00;452623,00;7142853,00;28,14;7,00;27,70;152741;"c419d9c5-2421-11e7-a02d-c1c81e3148db";"c4cf2acc-2421-11e7-a02d-c1c81e3148db"
3278;"4271298";18.3.2012 00.00.00;30.12.1899 12.49.17;1;3;2012,00;44,00;"F";2,00;2,00;520,00;71,00;202,00;202,00;3,00;450665,00;7143411,00;25,74;;;152760;"c419d9c6-2421-11e7-a02d-c1c81e3148db";"c4cf2acd-2421-11e7-a02d-c1c81e3148db"
3279;"4271216";18.3.2012 00.00.00;30.12.1899 14.01.30;1;3;2012,00;44,00;"F";2,00;2,00;515,00;67,00;187,00;189,00;;456858,00;7140969,00;27,39;;;152780;"c41a00f2-2421-11e7-a02d-c1c81e3148db";"c4cf2ace-2421-11e7-a02d-c1c81e3148db"
3280;"4271286";18.3.2012 00.00.00;30.12.1899 14.10.14;1;3;2012,00;44,00;"F";2,00;1,00;515,00;69,00;;190,00;3,00;457262,00;7142686,00;27,10;;;152861;"c41a00f3-2421-11e7-a02d-c1c81e3148db";"c4cf51f0-2421-11e7-a02d-c1c81e3148db"
3281;"4271281";18.3.2012 00.00.00;30.12.1899 13.15.40;1;3;2012,00;44,00;"F";2,00;2,00;490,00;71,00;196,00;200,00;3,00;451307,00;7142800,00;24,74;;;152879;"c41a00f4-2421-11e7-a02d-c1c81e3148db";"c4cf51f1-2421-11e7-a02d-c1c81e3148db"
3282;"4271283";18.3.2012 00.00.00;30.12.1899 12.04.14;1;3;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;452657,00;7141744,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4cf51f2-2421-11e7-a02d-c1c81e3148db"
3283;"4271214";18.3.2012 00.00.00;30.12.1899 12.50.47;5;3;2012,00;44,00;"F";2,00;2,00;480,00;69,00;191,00;190,00;3,00;451391,00;7144318,00;25,19;;;152921;"c41a2821-2421-11e7-a02d-c1c81e3148db";"c4cf791e-2421-11e7-a02d-c1c81e3148db"
3284;"4271202";18.3.2012 00.00.00;30.12.1899 12.57.31;1;3;2012,00;44,00;"F";1,00;2,00;610,00;80,00;206,00;206,00;;449642,00;7143699,00;29,61;4,30;27,90;152938;"c41a2822-2421-11e7-a02d-c1c81e3148db";"c4cf791f-2421-11e7-a02d-c1c81e3148db"
3285;"4271290";18.3.2012 00.00.00;30.12.1899 13.31.38;1;3;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;452943,00;7138675,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4cf7920-2421-11e7-a02d-c1c81e3148db"
3286;"4271277";18.3.2012 00.00.00;30.12.1899 12.26.19;1;3;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;452041,00;7142057,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4cfa04c-2421-11e7-a02d-c1c81e3148db"
3287;"4271291";18.3.2012 00.00.00;30.12.1899 12.38.23;1;3;2012,00;44,00;"F";2,00;1,00;465,00;70,00;192,00;193,00;;448462,00;7143170,00;24,15;;;152970;"c41a4f46-2421-11e7-a02d-c1c81e3148db";"c4cfa04d-2421-11e7-a02d-c1c81e3148db"
3288;"4271203";2.4.2012 00.00.00;;3;1;2012,00;44,00;"F";1,00;2,00;570,00;74,00;202,00;203,00;2,00;453241,00;7140839,00;28,14;7,00;27,70;152741;"c419d9c5-2421-11e7-a02d-c1c81e3148db";"c4cfa04e-2421-11e7-a02d-c1c81e3148db"
3289;"4219643";14.2.2012 00.00.00;30.12.1899 20.45.50;2;1;2012,00;44,00;"F";1,00;2,00;580,00;74,00;210,00;209,00;2,00;454649,00;7141360,00;27,68;7,50;30,70;152007;"c418520d-2421-11e7-a02d-c1c81e3148db";"c4cfc770-2421-11e7-a02d-c1c81e3148db"
3290;"4219645";14.2.2012 00.00.00;30.12.1899 23.19.53;2;1;2012,00;44,00;"F";1,00;2,00;505,00;70,00;197,00;197,00;;456022,00;7141790,00;25,63;7,60;32,20;152040;"c418793a-2421-11e7-a02d-c1c81e3148db";"c4cfc771-2421-11e7-a02d-c1c81e3148db"
3291;"4271202";19.2.2012 00.00.00;30.12.1899 22.03.02;2;1;2012,00;44,00;"F";1,00;2,00;610,00;80,00;206,00;206,00;;451233,00;7144270,00;29,61;4,30;27,90;152938;"c41a2822-2421-11e7-a02d-c1c81e3148db";"c4cfc772-2421-11e7-a02d-c1c81e3148db"
3292;"4271203";18.2.2012 00.00.00;30.12.1899 23.22.55;2;1;2012,00;44,00;"F";1,00;2,00;570,00;74,00;202,00;203,00;2,00;446817,00;7143763,00;28,14;7,00;27,70;152741;"c419d9c5-2421-11e7-a02d-c1c81e3148db";"c4cfef16-2421-11e7-a02d-c1c81e3148db"
3293;"4271204";20.2.2012 00.00.00;30.12.1899 00.11.35;2;1;2012,00;44,00;"F";2,00;2,00;480,00;67,00;192,00;192,00;;452474,00;7143982,00;25,00;;;152601;"c419b296-2421-11e7-a02d-c1c81e3148db";"c4cfef17-2421-11e7-a02d-c1c81e3148db"
3294;"4271205";19.2.2012 00.00.00;30.12.1899 22.07.33;2;1;2012,00;44,00;"F";1,00;2,00;505,00;69,00;202,00;202,00;;451211,00;7144067,00;25,00;8,80;30,10;152721;"c419d9c4-2421-11e7-a02d-c1c81e3148db";"c4d015e0-2421-11e7-a02d-c1c81e3148db"
3295;"4271207";20.2.2012 00.00.00;30.12.1899 01.52.19;2;1;2012,00;44,00;"F";2,00;2,00;530,00;74,00;200,00;201,00;1,00;452766,00;7143691,00;26,43;;;152839;"c41a767c-2421-11e7-a02d-c1c81e3148db";"c4d015e1-2421-11e7-a02d-c1c81e3148db"
3296;"4271209";21.2.2012 00.00.00;30.12.1899 23.05.09;2;1;2012,00;44,00;"F";1,00;1,00;550,00;78,00;;198,00;;452115,00;7143456,00;27,77;6,70;32,00;152031;"c41a767d-2421-11e7-a02d-c1c81e3148db";"c4d015e2-2421-11e7-a02d-c1c81e3148db"
3297;"4271211";21.2.2012 00.00.00;30.12.1899 22.13.57;2;1;2012,00;44,00;"F";2,00;1,00;530,00;68,00;191,00;190,00;5,00;451949,00;7142995,00;27,82;;;152903;"c41a767e-2421-11e7-a02d-c1c81e3148db";"c4d03e58-2421-11e7-a02d-c1c81e3148db"
3298;"4271213";21.2.2012 00.00.00;30.12.1899 23.59.04;2;1;2012,00;44,00;"F";2,00;2,00;495,00;67,00;193,00;196,00;2,00;454491,00;7142493,00;25,44;;;152818;"c41a9da0-2421-11e7-a02d-c1c81e3148db";"c4d03e59-2421-11e7-a02d-c1c81e3148db"
3299;"4271214";21.2.2012 00.00.00;30.12.1899 23.11.29;2;1;2012,00;44,00;"F";2,00;2,00;480,00;69,00;191,00;190,00;3,00;452680,00;7143661,00;25,19;;;152921;"c41a2821-2421-11e7-a02d-c1c81e3148db";"c4d03e5a-2421-11e7-a02d-c1c81e3148db"
3300;"4271215";22.2.2012 00.00.00;30.12.1899 00.14.44;2;1;2012,00;44,00;"F";2,00;1,00;535,00;72,00;191,00;191,00;;455018,00;7142730,00;28,01;;;152620;"c419b297-2421-11e7-a02d-c1c81e3148db";"c4d06554-2421-11e7-a02d-c1c81e3148db"
3301;"4271216";22.2.2012 00.00.00;30.12.1899 00.10.09;2;1;2012,00;44,00;"F";2,00;2,00;515,00;67,00;187,00;189,00;;455040,00;7142609,00;27,39;;;152780;"c41a00f2-2421-11e7-a02d-c1c81e3148db";"c4d06555-2421-11e7-a02d-c1c81e3148db"
3302;"4271253";15.2.2012 00.00.00;30.12.1899 02.32.52;2;1;2012,00;44,00;"F";1,00;2,00;545,00;72,00;199,00;201,00;2,00;454250,00;7142768,00;27,25;4,60;27,30;152460;"c4193d22-2421-11e7-a02d-c1c81e3148db";"c4d08b56-2421-11e7-a02d-c1c81e3148db"
3303;"4271254";15.2.2012 00.00.00;30.12.1899 21.58.36;2;1;2012,00;44,00;"F";1,00;2,00;520,00;70,00;204,00;204,00;;453886,00;7143421,00;25,49;7,30;26,50;152431;"c4193d21-2421-11e7-a02d-c1c81e3148db";"c4d08b57-2421-11e7-a02d-c1c81e3148db"
3304;"4271255";16.2.2012 00.00.00;30.12.1899 00.34.47;2;1;2012,00;44,00;"F";1,00;2,00;425,00;66,00;190,00;189,00;;452759,00;7142387,00;22,42;6,40;23,10;152311;"c41a9da1-2421-11e7-a02d-c1c81e3148db";"c4d08b58-2421-11e7-a02d-c1c81e3148db"
3305;"4271256";16.2.2012 00.00.00;30.12.1899 01.00.26;2;1;2012,00;44,00;"F";1,00;2,00;495,00;73,00;201,00;201,00;1,00;452739,00;7142462,00;24,62;5,60;30,40;152440;"c41a9da2-2421-11e7-a02d-c1c81e3148db";"c4d0b3a6-2421-11e7-a02d-c1c81e3148db"
3306;"4271257";16.2.2012 00.00.00;30.12.1899 01.46.42;2;1;2012,00;44,00;"F";2,00;2,00;530,00;74,00;201,00;201,00;2,00;451897,00;7142502,00;26,36;;;152479;"c4196444-2421-11e7-a02d-c1c81e3148db";"c4d0b3a7-2421-11e7-a02d-c1c81e3148db"
3307;"4271258";16.2.2012 00.00.00;30.12.1899 00.18.24;2;1;2012,00;44,00;"F";1,00;2,00;550,00;72,00;200,00;202,00;3,00;452064,00;7142716,00;27,36;5,40;32,30;152024;"c418520e-2421-11e7-a02d-c1c81e3148db";"c4d0b3a8-2421-11e7-a02d-c1c81e3148db"
3308;"4271259";16.2.2012 00.00.00;30.12.1899 02.37.39;2;1;2012,00;44,00;"F";2,00;2,00;500,00;69,00;191,00;192,00;3,00;452438,00;7143321,00;26,10;;;152301;"c418eec5-2421-11e7-a02d-c1c81e3148db";"c4d0daca-2421-11e7-a02d-c1c81e3148db"
3309;"4271260";16.2.2012 00.00.00;30.12.1899 03.20.07;2;1;2012,00;44,00;"F";2,00;1,00;505,00;72,00;193,00;193,00;;451981,00;7142769,00;26,16;;;152350;"c418eec6-2421-11e7-a02d-c1c81e3148db";"c4d0dacb-2421-11e7-a02d-c1c81e3148db"
3310;"4271261";16.2.2012 00.00.00;30.12.1899 03.50.00;2;1;2012,00;44,00;"F";2,00;2,00;455,00;72,00;197,00;197,00;;451972,00;7143344,00;23,09;;;152190;"c418a05f-2421-11e7-a02d-c1c81e3148db";"c4d101f8-2421-11e7-a02d-c1c81e3148db"
3311;"4271262";16.2.2012 00.00.00;30.12.1899 02.02.37;2;1;2012,00;44,00;"F";2,00;2,00;485,00;69,00;196,00;199,00;2,00;452182,00;7143185,00;24,55;;;152370;"c41915f2-2421-11e7-a02d-c1c81e3148db";"c4d101f9-2421-11e7-a02d-c1c81e3148db"
3312;"4271263";16.2.2012 00.00.00;30.12.1899 02.39.40;2;1;2012,00;44,00;"F";1,00;1,00;580,00;73,00;204,00;203,00;1,00;452280,00;7143178,00;28,50;7,40;34,50;152031;"c41ac4c4-2421-11e7-a02d-c1c81e3148db";"c4d101fa-2421-11e7-a02d-c1c81e3148db"
3313;"4271265";16.2.2012 00.00.00;30.12.1899 04.05.00;2;1;2012,00;44,00;"F";1,00;1,00;575,00;73,00;204,00;205,00;3,00;451943,00;7143583,00;28,11;8,50;31,20;152149;"c418a05e-2421-11e7-a02d-c1c81e3148db";"c4d1291c-2421-11e7-a02d-c1c81e3148db"
3314;"4271266";16.2.2012 00.00.00;30.12.1899 03.50.58;2;1;2012,00;44,00;"F";1,00;1,00;540,00;74,00;198,00;198,00;1,00;451446,00;7143964,00;27,27;6,40;33,50;152201;"c41ac4c5-2421-11e7-a02d-c1c81e3148db";"c4d1291d-2421-11e7-a02d-c1c81e3148db"
3315;"4271268";17.2.2012 00.00.00;30.12.1899 00.44.22;2;1;2012,00;44,00;"F";1,00;2,00;540,00;76,00;204,00;204,00;;452457,00;7144085,00;26,47;6,70;29,20;152259;"c418eec4-2421-11e7-a02d-c1c81e3148db";"c4d1291e-2421-11e7-a02d-c1c81e3148db"
3316;"4271270";17.2.2012 00.00.00;30.12.1899 02.54.40;2;1;2012,00;44,00;"F";2,00;2,00;605,00;75,00;;195,00;;452124,00;7141849,00;31,02;;;152248;"c418c7a1-2421-11e7-a02d-c1c81e3148db";"c4d14f28-2421-11e7-a02d-c1c81e3148db"
3317;"4271271";17.2.2012 00.00.00;30.12.1899 03.00.32;2;1;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;452307,00;7142470,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4d14f29-2421-11e7-a02d-c1c81e3148db"
3318;"4271272";16.2.2012 00.00.00;30.12.1899 21.51.12;2;1;2012,00;44,00;"F";2,00;2,00;510,00;71,00;193,00;193,00;3,00;452198,00;7143735,00;26,42;;;152381;"c41915f3-2421-11e7-a02d-c1c81e3148db";"c4d14f2a-2421-11e7-a02d-c1c81e3148db"
3319;"4271273";16.2.2012 00.00.00;30.12.1899 22.20.09;2;1;2012,00;44,00;"F";2,00;1,00;525,00;72,00;190,00;189,00;3,00;451964,00;7143607,00;27,70;;;152141;"c418793c-2421-11e7-a02d-c1c81e3148db";"c4d17782-2421-11e7-a02d-c1c81e3148db"
3320;"4271274";16.2.2012 00.00.00;30.12.1899 23.54.15;2;1;2012,00;44,00;"F";1,00;2,00;550,00;74,00;207,00;204,00;3,00;452462,00;7142752,00;26,76;3,30;30,10;152070;"c41ac4c6-2421-11e7-a02d-c1c81e3148db";"c4d17783-2421-11e7-a02d-c1c81e3148db"
3321;"4271277";17.2.2012 00.00.00;30.12.1899 23.45.31;2;1;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;455103,00;7142717,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4d17784-2421-11e7-a02d-c1c81e3148db"
3322;"4271278";17.2.2012 00.00.00;30.12.1899 21.55.50;2;1;2012,00;44,00;"F";2,00;2,00;515,00;73,00;194,00;;;452982,00;7142481,00;26,54;;;152852;"c41aebf2-2421-11e7-a02d-c1c81e3148db";"c4d19ea6-2421-11e7-a02d-c1c81e3148db"
3323;"4271279";17.2.2012 00.00.00;30.12.1899 03.00.32;2;1;2012,00;44,00;"F";1,00;2,00;545,00;76,00;206,00;206,00;;452307,00;7142470,00;26,45;4,10;27,40;152400;"c41915f4-2421-11e7-a02d-c1c81e3148db";"c4d19ea7-2421-11e7-a02d-c1c81e3148db"
3324;"4271281";17.2.2012 00.00.00;30.12.1899 23.48.42;2;1;2012,00;44,00;"F";2,00;2,00;490,00;71,00;196,00;200,00;3,00;455363,00;7142487,00;24,74;;;152879;"c41a00f4-2421-11e7-a02d-c1c81e3148db";"c4d1c4b2-2421-11e7-a02d-c1c81e3148db"
3325;"4271283";18.2.2012 00.00.00;30.12.1899 00.39.45;2;1;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;455205,00;7142956,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d1c4b3-2421-11e7-a02d-c1c81e3148db"
3326;"4271284";17.2.2012 00.00.00;30.12.1899 23.15.17;2;1;2012,00;44,00;"F";1,00;2,00;615,00;79,00;;;1,00;454955,00;7142461,00;;7,80;32,20;152229;"c418a060-2421-11e7-a02d-c1c81e3148db";"c4d1c4b4-2421-11e7-a02d-c1c81e3148db"
3327;"4271285";18.2.2012 00.00.00;30.12.1899 01.09.58;2;1;2012,00;44,00;"F";2,00;2,00;505,00;72,00;199,00;198,00;1,00;455083,00;7142447,00;25,44;;;152210;"c41aebf3-2421-11e7-a02d-c1c81e3148db";"c4d1ed0c-2421-11e7-a02d-c1c81e3148db"
3328;"4271286";17.2.2012 00.00.00;30.12.1899 22.59.13;2;1;2012,00;44,00;"F";2,00;1,00;515,00;69,00;;190,00;3,00;454794,00;7142498,00;27,10;;;152861;"c41a00f3-2421-11e7-a02d-c1c81e3148db";"c4d1ed0d-2421-11e7-a02d-c1c81e3148db"
3329;"4271288";18.2.2012 00.00.00;30.12.1899 03.34.53;2;1;2012,00;44,00;"F";1,00;2,00;560,00;71,00;203,00;206,00;;451768,00;7143541,00;27,38;6,50;30,10;152419;"c4193d20-2421-11e7-a02d-c1c81e3148db";"c4d1ed0e-2421-11e7-a02d-c1c81e3148db"
3330;"4271290";18.2.2012 00.00.00;30.12.1899 03.48.01;2;1;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;451594,00;7143931,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d21426-2421-11e7-a02d-c1c81e3148db"
3331;"4271291";18.2.2012 00.00.00;30.12.1899 03.40.00;2;1;2012,00;44,00;"F";2,00;1,00;465,00;70,00;192,00;193,00;;451809,00;7143879,00;24,15;;;152970;"c41a4f46-2421-11e7-a02d-c1c81e3148db";"c4d21427-2421-11e7-a02d-c1c81e3148db"
3332;"4271292";18.2.2012 00.00.00;30.12.1899 23.32.16;2;1;2012,00;44,00;"F";1,00;2,00;575,00;71,00;200,00;203,00;;446570,00;7143483,00;28,53;5,10;29,10;152580;"c4198b74-2421-11e7-a02d-c1c81e3148db";"c4d21428-2421-11e7-a02d-c1c81e3148db"
3333;"4271293";18.2.2012 00.00.00;30.12.1899 22.51.10;2;1;2012,00;44,00;"F";2,00;2,00;535,00;68,00;201,00;201,00;2,00;446485,00;7143854,00;26,61;;;152520;"c4196446-2421-11e7-a02d-c1c81e3148db";"c4d23b4a-2421-11e7-a02d-c1c81e3148db"
3334;"4271294";18.2.2012 00.00.00;30.12.1899 23.45.24;2;1;2012,00;44,00;"F";1,00;2,00;510,00;73,00;210,00;211,00;;446455,00;7143689,00;24,22;6,40;30,90;152502;"c4196445-2421-11e7-a02d-c1c81e3148db";"c4d23b4b-2421-11e7-a02d-c1c81e3148db"
3335;"4271295";18.2.2012 00.00.00;30.12.1899 23.29.17;2;1;2012,00;44,00;"F";1,00;2,00;575,00;73,00;204,00;205,00;3,00;446668,00;7143585,00;28,11;7,10;32,00;152109;"c418793b-2421-11e7-a02d-c1c81e3148db";"c4d23b4c-2421-11e7-a02d-c1c81e3148db"
